HMM_id | Annotation | Input_record_headers
566 | ebp | ebpS.2.BA000017.4:1,ebpS.3.CP000253.1:1,ebpS.4.AJ938182.1:1,ebpS.5.BA000033.2:1,ebpS.6.CP001844.2:1,ebpS.7.FR821779.1:1,ebpS.9.CP003166.1:1,ebpS.10.CP002120.1:1,ebpS.11.CP002114.2:1,ebpS.12.CP001996.1:1,ebpS.13.HE681097.1:1,ebpS.14.AM990992.1:1,ebpS.15.CP003194.1:1,ebpS.16.CP002110.1:1
519 | cba | cba.1.FJ664727:1,cba.2.FJ664725:1,cba.3.FJ664734:1,cba.4.FJ664722:1,cba.5.FJ664747:1,cba.6.FJ664720:1,cba.7.FJ664719:1,cba.8.FJ664737:1,cba.10.FJ664744:1,cba.13.FJ664738:1
1800 | agg | agg5A.1.SSI_AA789:1,agg5A.2.102:1,agg5A.3.AB571098:1,agg5A.4.SSI_AA796:1,agg5A.5.SSI_AA793:1,agg5A.6.SSI_AA800:1,agg5A.7.AB513347:1,agg5A.8.SSI_AA783:1,agg5A.9.AIHO01000017:1,agg5A.11.93:1,agg5A.12.JH660546:1,agg5A.13.ESBL_2014_0082:1,agg5A.14.SSI_AA797:1,agg5A.15.AB571097:1
1059 | hlb | VFG000674.gb.CAA70683.smcL.sphingomyelinase.c.SMase.VF0061.Listeria.ivanovii.str.ATCC.19119.:1,hlb.1.AJ938182.1:1,hlb.3.CP003166.1:1,hlb.11.CP001844.2:1,hlb.7.EF690812.1:1,hlb.9.LN626917.1:1,hlb.10.CP003808.1:1,hlb.20.CP002120.1:1,hlb.21.CP001781.1:1,hlb.23.CP003194.1:1
410 | tccP | VFG012436.gb.NP.288437.espFu.tccP.Type.III.secretion.system.effector.TccP.LEE.encoded.T3SS.SS020.Escherichia.coli.O157.H7.str.EDL933.:1,tccP.1.AB275121:1,tccP.2.AB275127:1,tccP.5.AB275122:1,tccP.6.AB275129:1,tccP.7.AB275134:1,tccP.8.AB275119:1,tccP.9.AB275115:1,tccP.10.AB253571:1,tccP.11.AB253567:1,tccP.12.AB275125:1,tccP.13.AB253581:1,tccP.14.AB253579:1,tccP.16.AB271154:1,tccP.17.AB426050:1,tccP.18.AB271155:1,tccP.19.AB271153:1,tccP.20.AP010953:1,tccP.21.AB253560:1,tccP.22.AB275113:1,tccP.23.JX101866:1,tccP.24.AB253557:1,tccP.25.AB253559:1,tccP.26.AB275118:1,tccP.27.AB356001:1,tccP.28.AB275120:1,tccP.29.CP001368:1,tccP.30.AB253545:1,tccP.33.AB355997:1,tccP.34.AB355995:1
1210 | esp | espF.1.AF311901:1,espF.2.AF116900:1,espF.3.AP010958:1,espF.5.AJ633130:1,espF.6.FM986651:1,espF.7.AP010960:1,espF.8.AF041809:1,espF.9.AJ633129:1,espF.10.AE005174:1,espF.11.CP001846:1,espF.12.FM180568:1
1552 | cap | cap5B.2.BA000018.3:1,cap5B.3.CP003166.1:1,capB.1.BX571856.1:1,capB.2.CP000730.1:1,capB.3.AP009351.1:1,capB.5.BA000033.2:1,capB.7.FN433596.1:1,capB.8.CP003808.1:1,capB.9.HE681097.1:1,cap8B.1.BA000033.2:1,cap1B.3.CP002120.1:1,cap1B.4.CP002114.2:1
6 | efa | efa1.1.AY840983:1,efa1.2.AJ133705:1,efa1.3.FM180568:1,efa1.4.AP010960:1,efa1.6.AJ459584:1,efa1.7.AP010958:1,efa1.8.CP001846:1,efa1.9.AF453441:1,efa1.10.AJ303141:1,efa1.11.AJ277443:1
243 | iroN | VFG000923.gb.NP.752600.fepA.ferrienterobactin.outer.membrane.transporter.Enterobactin.VF0228.Escherichia.coli.CFT073.:1,iroN.1.CP002824:1,iroN.2.FO203355:1,iroN.3.CU928146:1,iroN.4.CP000243:1,iroN.7.AE014075:1,iroN.8.AY365116:1,iroN.9.CP000034:1,iroN.10.AP006726:1,iroN.11.CP002911:1,iroN.12.AP006725:1,iroN.13.FP929040:1
585 | SEnt(enterotoxin) | VFG001808.gb.AAA26617.see.staphylococcal.enterotoxin.E.precursor.SE.VF0020.Staphylococcus.aureus.:1,SEntA.2.CP003194.1:1,SEntA.4.CP000255.1:1,SEntA.5.FJ495182.1:1,SEntA.6.EF520720.1:1,SEntA.8.L22566.1:1,SEntA.9.CP001996.1:1,SEntP.1.AP009324.1:1,SEntP.2.BA000018.3:1,SEntP.3.AM990992.1:1,SEnt.10.FR821777.2:1,sed.3.KF007920.1:1
1719 | esp | espA.1.AJ225016:1,espA.2.AJ633129:1,espA.3.AF311901:1,espA.4.EU871628:1,espA.5.FN543502:1,espA.6.Y13068:1,espA.7.AJ633130:1,espA.8.AF064683:1,espA.9.AJ225015:1,espA.10.AJ225021:1,espA.11.AJ303141:1,espA.12.AY223511:1,espA.13.AF022236:1,espA.15.AJ225020:1,espA.16.FM986651:1,espA.17.FM986652:1,espA.18.AP010960:1,espA.20.EU871627:1,espA.22.FM201463:1,espA.23.AJ225018:1
282 | iha | iha.1.CP000970:1,iha.2.FR686852:1,iha.3.GU725392:1,iha.4.AF399919:1,iha.5.AP010953:1,iha.6.DQ211582:1,iha.7.AE014075:1,iha.8.AJ586888:1,iha.9.CP002212:1,iha.10.CP003034:1,iha.12.CP003289:1,iha.13.BA000007:1,iha.16.CP001063:1,iha.18.CU928162:1,iha.19.AJ278144:1
1468 | splA | splA.1.BA000018.3:1,splA.2.BA000033.2:1,splA.3.AP009351.1:1,splA.4.CP000730.1:1,splA.5.CP003194.1:1,splA.7.FR821779.1:1,splB.1.BA000018.3:1,splB.2.BA000033.2:1,splB.3.CP000730.1:1,splB.4.CP003194.1:1,splB.5.CP002110.1:1,splB.6.FR821779.1:1,splB.7.CP002110.1:1,splB.8.CP002110.1:1,splB.9.CP002110.1:1,splC.1.BA000018.3:1,splC.2.BA000033.2:1,splC.3.BX571856.1:1,splC.4.AP009351.1:1,splC.5.AJ938182.1:1,splC.6.CP003194.1:1,splC.7.CP002110.1:1,splC.8.CP002114.2:1,splC.9.FR821779.1:1,splC.10.CP001996.1:1,splD.1.BA000018.3:1,splD.4.FR821779.1:1,splD.5.CP000046.1:1,splE.1.BX571856.1:1,splE.2.AP009351.1:1,splE.3.AJ938182.1:1,splE.4.CP002114.2:1,splE.5.FR821779.1:1,splE.6.CP002114.2:1,splF.1.BA000018.3:1,splF.2.BA000033.2:1,splF.3.CP000730.1:1,splF.4.AJ938182.1:1,splF.5.CP002110.1:1,splF.6.BX571856.1:1,splF.7.CP001996.1:1,splF.9.CP003194.1:1,splF.10.CP003194.1:1,splF.11.CP003194.1:1,splF.12.CP002643.1:1
1848 | efb/fib | efb.1.CP001781.1:1,efb.2.CP000255.1:1,efb.3.CP002114.2:1,efb.4.CP002110.1:1,efb.5.CP003166.1:1,efb.6.CP003045.1:1,fib.1.FR821779.1:1,fib.2.AJ938182.1:1,fib.5.CP003194.1:1,fib.9.FR821777.2:1
909 | SEnt(enterotoxin) | SEnt-like.4.CP002643.1:1,SEnt-like.8.CP002643.1:1,set1.2.AJ938182.1:1,set8.1.BA000018.3:1,set8.3.CP003166.1:1,set8.4.CP001844.2:1,set9.1.BA000018.3:1,set9.2.AJ938182.1:1,set15.1.BA000018.3:1,set15.2.CP002120.1:1,set15.3.CP002114.2:1,set18.1.BA000033.2:1,set19.1.BA000033.2:1,set19.2.CP000730.1:1,set26.1.BA000033.2:1,sal.1.BX571856.1:1,sal.3.BX571856.1:1,sal.15.BX571857.1:1,SExo.4.FR821779.1:1,SExo.8.FR821779.1:1,SExo.22.CP003045.1:1,SExo.25.CP003045.1:1,SExo.30.CP003045.1:1,SExo.36.FR821777.2:1,SExo.37.FR821777.2:1,SExo.41.FR821777.2:1,SExo.48.HE681097.1:1
1003 | type_III_secretion | VFG003982.gb.NP.461081.sseK2.type.III.secretion.system.effector.SseK2.SPI.2.encoded.T3SS.SS021.Salmonella.enterica.subsp.enterica.serovar.Typhimurium.str.LT2.:1,VFG004016.gb.NP.463026.sseK1.type.III.secretion.system.effector.SseK1.SPI.2.encoded.T3SS.SS021.Salmonella.enterica.subsp.enterica.serovar.Typhimurium.str.LT2.:1,nleB.1.CP001846:1,nleB.2.AB303062:1,nleB.3.AE005174:1,nleB.4.AB426056:1,nleB.5.AY747106:1,nleB.6.FN543502:1,nleB.7.FM986650:1,nleB.8.AB426063:1,nleB.9.FM986651:1,nleB.10.AP010960:1,nleB.11.AF453441:1,nleB.12.FM201463:1,nleB.13.AE005174:1,nleB.14.AP010958:1
1225 | cap | cap5N.1.CP001781.1:1,cap5N.2.CP000730.1:1,cap5N.3.CP002114.2:1,cap5N.4.CP002120.1:1,cap5N.5.CP002110.1:1,capN.1.AJ938182.1:1,capN.2.FR821779.1:1,capN.3.CP003808.1:1,capN.4.HE681097.1:1,capN.5.CP001996.1:1,cap8M.3.BA000033.2:1,cap8M.5.CP003166.1:1
967 | icaC | icaC.1.BA000018.3:1,icaC.2.BX571856.1:1,iceC.3.AP009324.1:1,iceA.5.AJ938182.1:1,icaC.6.CP001781.1:1,icaC.7.CP002120.1:1,iceC.8.CP002114.2:1,icaC.9.HE681097.1:1,icaC.11.CP003808.1:1,icaC.14.CP002643.1:1
150 | eae | eae.1.AB647560:1,eae.2.AB647609:1,eae.3.FJ609827:1,eae.4.AF116899:1,eae.5.AJ303141:1,eae.6.AB647400:1,eae.7.AJ877229:1,eae.8.AY223510:1,eae.9.AJ877230:1,eae.10.AY696839:1,eae.11.AJ705052:1,eae.12.AB647369:1,eae.13.AB647607:1,eae.14.FJ609811:1,eae.15.FM872421:1,eae.16.AJ876652:1,eae.17.AB647460:1,eae.18.AJ705051:1,eae.20.AF022236:1,eae.21.FM180568:1,eae.22.AB647391:1,eae.23.FJ609822:1,eae.24.AB647569:1,eae.25.AJ705050:1,eae.26.AJ876651:1,eae.27.AB647610:1,eae.28.GU944692:1,eae.32.AF449417:1,eae.33.FJ609810:1,eae.34.FJ609831:1,eae.36.AJ876649:1,eae.37.AB647555:1,eae.38.AB647368:1,eae.39.FJ609833:1,eae.40.AB647573:1,eae.41.AF530554:1,eae.42.AF071034:1,eae.43.FM872418:1,eae.44.EF204930:1,eae.45.ECU59503:1
1313 | perA | perA.1.EF011059:1,perA.2.EF011041:1,perA.3.AF255772:1,perA.4.AF255769:1,perA.5.AF307342:1,perA.6.EF011042:1,perA.7.AB523688:1,perA.8.EF011044:1,perA.9.AF255768:1,perA.10.EF011045:1,perA.11.AF254667:1,perA.12.AF295088:1,perA.13.AB024946:1,perA.14.EF011049:1,perA.15.AF305565:1,perA.16.AB523696:1,perA.17.EF011053:1,perA.18.AB523694:1,perA.19.AB523691:1
1117 | hlg | hlgA.4.BX571856.1:1,hlgA.6.CP003194.1:1,hlgA.8.CP002110.1:1,hlgA.9.FR821779.1:1,hlgA.10.FR821779.1:1,hlgC.1.BA000018.3:1,hlgC.2.BX571856.1:1,hlgC.3.AJ938182.1:1,hlgC.4.CP000255.1:1,hlgC.6.CP000046.1:1,hlgC.7.CP002114.2:1,hlgC.9.HE681097.1:1,hlgC.12.FR821779.1:1,lukS-PV.1.AB045978.2:1,lukS-PV.3.CP000255.1:1,lukM.1.AB044554.1:1,lukM.2.AJ938182.1:1,lukM.3.CP001996.1:1,lukE.1.BA000018.3:1,lukE.4.AJ938182.1:1,lukE.5.CP002114.2:1,lukE.7.CP001996.1:1,hlgA.10.AJ938182.1:1,hlgA.14.CP001996.1:1,hlgA.17.CP003808.1:1,hlgA.18.CP002114.2:1,hlgA.19.CP010941.1:1,hlgA.23.CP006706.1:1,hlgC.2.HE579073.1:1,hlgC.7.BX571857.1:1,hlgC.12.CP003604.1:1,hlgC.13.CP006630.1:1,hlgC.16.CP006706.1:1,hlgC.18.CP006044.1:1,lukS-PV.6.AB678712.1:1,lukS-PV.8.DQ993352.1:1,lukS-PV.10.X72700.1:1
838 | cap  | VFG001373.gb.NP.344890.cps4I.UDP.N.acetylglucosamine.2.epimerase.Capsule.VF0144.Streptococcus.pneumoniae.TIGR4.:1,cap5P.2.CP000730.1:1,cap5P.3.CP002120.1:1,cap5P.4.CP002114.2:1,capP.1.AJ938182.1:1,capP.2.CP003808.1:1,capP.3.HE681097.1:1,capP.4.CP001996.1:1,cap8P.1.BA000033.2:1,cap8P.2.CP001844.2:1,cap8P.3.CP003166.1:1
757 | stx | stx1.3.M19437.3:1,stx1.4.L04539.4:1,stx1.5.Z36900.5:1,stx1.6.AB083044.6:1,stx1.8.AM230663.8:1,stx1.9.AM230662.9:1,stx1.11.Z36899.11:1,stx1.13.M19473.13:1,stx1.15.AB071620.15:1,stx1.16.AB048237.16:1,stx1.17.AB071622.17:1,stx1.18.AB071624.18:1,stx1.19.DQ449666.19:1,stx1.20.Z36901.20:1,stx1.21.AB050958.21:1,stx2.1.FM998851.1:1,stx2.2.AY443054.2:1,stx2.3.GQ429162.3:1,stx2.7.FM998854.7:1,stx2.9.FM998839.9:1,stx2.12.Z50754.12:1,stx2.13.AY443052.13:1,stx2.16.FM998856.16:1,stx2.18.EF441619.18:1,stx2.19.AY633459.19:1,stx2.20.GQ429170.20:1,stx2.21.AF461171.21:1,stx2.22.AY443057.22:1,stx2.23.AF461173.23:1,stx2.24.AB030484.24:1,stx2.25.AY633472.25:1,stx2.26.EF441613.26:1,stx2.27.AY633471.27:1,stx2.28.DQ344636.28:1,stx2.29.EF441609.29:1,stx2.30.EF441599.30:1,stx2.32.EF441618.32:1,stx2.33.EF441604.33:1,stx2.34.AY443044.34:1,stx2.35.L11079.35:1,stx2.36.M59432.36:1,stx2.37.FM177471.37:1,stx2.38.AF500189.38:1,stx2.39.AY443043.39:1,stx2.40.EU086525.40:1,stx2.42.AY633464.42:1,stx2.43.AY633473.43:1,stx2.44.AY633453.44:1,stx2.45.AY633467.45:1,stx2.47.AY739671.47:1,stx2.48.DQ235774.48:1,stx2.49.AB071845.49:1,stx2.50.AF461167.50:1,stx2.51.AF291819.51:1,stx2.53.AY443045.53:1,stx2.54.AY633470.54:1,stx2.55.AY443049.55:1,stx2.56.FM998860.56:1,stx2.57.AY443047.57:1,stx2.58.AF479828.58:1,stx2.59.GQ429172.59:1,stx2.60.AY633457.60:1,stx2.62.AY443048.62:1,stx2.64.AF500191.64:1,stx2.66.FM99884.66:1,stx2.68.DQ235775.68:1,stx2.69.AF479829.69:1,stx2.70.AY739671.70:1,stx2.72.X61283.72:1,stx2.73.EF441605.73:1,stx2.74.EF584538.74:1,stx2.75.AF329817.75:1,stx2.76.AF500192.76:1,stx2.77.AY095209.77:1,stx2.78.DQ059012.78:1,stx2.79.SNS.79:1,stx2.80.FN182287.80:1,stx2.81.FM998855.81:1,stx2.82.AB012102.82:1,stx2.83.AB048228.83:1,stx2.84.AB048238.84:1,stx2.85.AB048224.85:1,stx2.86.AB048223.86:1,stx2.87.AB048229.87:1,stx2.88.AB012101.88:1,stx2.89.AB048226.89:1,stx2.90.AB048225.90:1,stx2.91.AJ313015.91:1,stx2.92.AF043627.92:1,stx2.93.AJ567997.93:1,stx2.94.EF441616.94:1,stx2.95.AJ567995.95:1,stx2.96.L11078.96:1,stx2.97.X65949.97:1,stx2.98.AM904726.98:1,stx2.99.AB048227.99:1,stx2.100.AY286000.100:1,stx2.101.AB048236.101:1,stx2.102.AJ966783.102:1,stx2.103.AB472687.103:1,stx2.104.AJ010730.104:1,stx2.105.M29153.105:1,stx2.106.X81418.106:1,stx2.108.FM998844.108:1,stx2.109.U72191.109:1,stx2.110.M21534.110:1,stx2.111.X81417.111:1,stx2.112.X81415.112:1,stx2.113.X81416.113:1,stx2.114.FN182286.114:1,stx2.115.FM998846.115:1,stx2.117.AM939642.117:1,stx2.118.FM998838.118:1,stx2.119.AY332411.119:1,stx2.121.AJ249351.121:1,stx1A.6.AB048235.c:1,stx1A.8.GQ429160:1,stx1A.13.JQ327854:1,stx1A.14.JX206444:1,stx1A.16.JQ327853:1,stx1A.17.AB083043.a:1,stx2A.2.AB232172.f:1,stx2A.20.KC339670:1,stx2A.21.FN252457:1,stx2A.22.GQ919289.g:1,stx2A.24.GQ995452.g:1,stx2A.26.GU228505.g:1,stx2A.30.AB741082.c:1,stx2A.41.JX206445:1,stx2A.57.JN193431:1,stx2A.73.JQ411011:1
1319 | set/sal/SExo | set1.9.BA000018.3:1,set3.3.BA000018.3:1,set3.8.BA000033.2:1,set4.7.BA000018.3:1,sal.2.BX571856.1:1,sal.5.BX571856.1:1,sal.6.BX571856.1:1,sal.7.BX571857.1:1,sal.13.BX571857.1:1,SExo.1.FR821779.1:1,SExo.2.FR821779.1:1,SExo.6.FR821779.1:1,SExo.17.FN433596.1:1,SExo.18.FN433596.1:1,SExo.19.FN433596.1:1,SExo.20.CP003045.1:1,SExo.26.CP003045.1:1,SExo.28.CP003045.1:1,SExo.32.CP001996.1:1,SExo.33.CP001996.1:1,SExo.34.CP001996.1:1,SExo.35.FR821777.2:1,SExo.38.FR821777.2:1,SExo.39.FR821777.2:1,SExo.43.HE681097.1:1,SExo.44.HE681097.1:1,SExo.47.HE681097.1:1
121 | clf | clfA.1.AP009351.1:1,clfA.2.BA000033.2:1,clfA.3.AJ938182.1:1,clfA.4.CP000730.1:1,clfA.5.BX571856.1:1,clfA.6.BA000018.3:1,clfA.7.CP001781.1:1,clfA.8.CP001996.1:1,clfA.9.CP003194.1:1,clfA.10.HE681097.1:1,clfA.11.CP002110.1:1,clfA.12.FR821779.1:1,clfA.13.FN433596.1:1,clfA.14.CP003166.1:1,clfA.15.AM990992.1:1,clfB.2.BA000018.3:1,clfB.3.CP000255.1:1,clfB.13.CP002110.1:1,clfB.14.FR821779.1:1,clfB.15.FN433596.1:1
1148 | eta | eta.1.AP009351.1:1,eta.2.BA000017.4:1,eta.3.CP001781.1:1,eta.4.CP000255.1:1,eta.5.AJ938182.1:1,eta.6.CP001996.1:1,eta.7.FR821777.2:1,eta.8.AM990992.1:1,eta.9.CP002643.1:1,eta.10.CP002643.1:1
